role,sheet,code,source,raw,seg_type,text
CBQL,07_RELATED_OUTCOMES,OUT-PD-RESPONSIBLE,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy phát triển chuyên môn – responsible có độ phủ 2/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy phát triển chuyên môn – responsible có độ phủ 2/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-PD-EFFECT,Điểm hội tụ liên trường,Cả 5 trường đều đánh giá hiệu quả PD là vấn đề cần xem xét.,analyst,Cả 5 trường đều đánh giá hiệu quả PD là vấn đề cần xem xét.
CBQL,07_RELATED_OUTCOMES,OUT-PD-EFFECT,Điểm phân kì liên trường,"TrD có trải nghiệm đầu tư và hiệu quả tích cực hơn; các trường khác nhấn mạnh tính đại trà, hình thức, thiếu chiều sâu, thiếu nguồn lực hoặc khó áp dụng.",analyst,"TrD có trải nghiệm đầu tư và hiệu quả tích cực hơn; các trường khác nhấn mạnh tính đại trà, hình thức, thiếu chiều sâu, thiếu nguồn lực hoặc khó áp dụng."
CBQL,07_RELATED_OUTCOMES,OUT-PD-EFFECT,Phân kì nội trường,TrA: một phần; TrB: rõ; TrD: một phần,analyst,TrA: một phần; TrB: rõ; TrD: một phần
CBQL,07_RELATED_OUTCOMES,OUT-PD-EFFECT,Loại quan hệ so sánh,Phân kì liên trường với xu hướng hạn chế chiếm ưu thế,analyst,Phân kì liên trường với xu hướng hạn chế chiếm ưu thế
CBQL,07_RELATED_OUTCOMES,OUT-PD-EFFECT,Mức độ bằng chứng,Rất mạnh (5/5 trường; 13/15 nguồn CBQL),analyst,Rất mạnh (5/5 trường; 13/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-PD-EFFECT,Diễn giải học thuật,PD hiện có nhiều hoạt động nhưng chưa đồng đều về tính phù hợp và tác động; sự kiện tích cực không đồng nghĩa hệ thống PD hiệu quả.,analyst,PD hiện có nhiều hoạt động nhưng chưa đồng đều về tính phù hợp và tác động; sự kiện tích cực không đồng nghĩa hệ thống PD hiệu quả.
CBQL,07_RELATED_OUTCOMES,OUT-PD-APPLY,Điểm hội tụ liên trường,"3/5 trường cùng đề cập phát triển chuyên môn – áp dụng, cho thấy hội tụ một phần.",analyst,"3/5 trường cùng đề cập phát triển chuyên môn – áp dụng, cho thấy hội tụ một phần."
CBQL,07_RELATED_OUTCOMES,OUT-PD-APPLY,Điểm phân kì liên trường,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.,analyst,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.
CBQL,07_RELATED_OUTCOMES,OUT-PD-APPLY,Phân kì nội trường,TrA: một phần; TrB: rõ; TrD: rõ,analyst,TrA: một phần; TrB: rõ; TrD: rõ
CBQL,07_RELATED_OUTCOMES,OUT-PD-APPLY,Mức độ bằng chứng,Khá (3/5 trường; 7/15 nguồn CBQL),analyst,Khá (3/5 trường; 7/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-PD-APPLY,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy phát triển chuyên môn – áp dụng có độ phủ 3/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy phát triển chuyên môn – áp dụng có độ phủ 3/5 trường. Mẫu hình này cần phân biệt gắn kết nghề nghiệp, gắn kết tổ chức, hài lòng công việc và hài lòng tổ chức. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,07_RELATED_OUTCOMES,OUT-PD-IMPROVE,Điểm hội tụ liên trường,Cả 5 trường đều đề xuất hoặc hàm ý nhu cầu cải thiện PD.,analyst,Cả 5 trường đều đề xuất hoặc hàm ý nhu cầu cải thiện PD.
CBQL,07_RELATED_OUTCOMES,OUT-PD-IMPROVE,Điểm phân kì liên trường,"Ưu tiên khác nhau: tăng nhận thức, chọn chuyên đề phù hợp, tạo cơ hội, dành thời gian áp dụng, giảm quá tải và theo dõi tác động.",analyst,"Ưu tiên khác nhau: tăng nhận thức, chọn chuyên đề phù hợp, tạo cơ hội, dành thời gian áp dụng, giảm quá tải và theo dõi tác động."
CBQL,07_RELATED_OUTCOMES,OUT-PD-IMPROVE,Phân kì nội trường,TrA: một phần; TrB: một phần,analyst,TrA: một phần; TrB: một phần
CBQL,07_RELATED_OUTCOMES,OUT-PD-IMPROVE,Loại quan hệ so sánh,Hội tụ rất rõ về nhu cầu cải thiện,analyst,Hội tụ rất rõ về nhu cầu cải thiện
CBQL,07_RELATED_OUTCOMES,OUT-PD-IMPROVE,Mức độ bằng chứng,Mạnh (5/5 trường; 9/15 nguồn CBQL),analyst,Mạnh (5/5 trường; 9/15 nguồn CBQL)
CBQL,07_RELATED_OUTCOMES,OUT-PD-IMPROVE,Diễn giải học thuật,Mẫu hình liên trường hướng tới chu trình PD: nhu cầu → kế hoạch → tổ chức → áp dụng → phản tư → đánh giá tác động.,analyst,Mẫu hình liên trường hướng tới chu trình PD: nhu cầu → kế hoạch → tổ chức → áp dụng → phản tư → đánh giá tác động.
CBQL,08_CHALLENGES,CHAL-PEOPLE,Điểm hội tụ liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
CBQL,08_CHALLENGES,CHAL-PEOPLE,Điểm phân kì liên trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
CBQL,08_CHALLENGES,CHAL-PEOPLE,Phân kì nội trường,Không áp dụng ở cấp mã nhánh.,analyst,Không áp dụng ở cấp mã nhánh.
CBQL,08_CHALLENGES,CHAL-PEOPLE,Loại quan hệ so sánh,Mã nhánh – tổng hợp từ mã con,analyst,Mã nhánh – tổng hợp từ mã con
CBQL,08_CHALLENGES,CHAL-PEOPLE,Diễn giải học thuật,"Cần tổng hợp các mã con để nhận diện mẫu hình liên trường về tải công việc, năng lực, biến động và giữ chân nhân sự; không dùng riêng dòng nhánh làm bằng chứng.",analyst,"Cần tổng hợp các mã con để nhận diện mẫu hình liên trường về tải công việc, năng lực, biến động và giữ chân nhân sự; không dùng riêng dòng nhánh làm bằng chứng."
CBQL,08_CHALLENGES,CHAL-HR-LOAD,Điểm hội tụ liên trường,2/5 trường cùng đề cập nhân sự – tải công việc; mẫu hình liên trường còn hạn chế.,analyst,2/5 trường cùng đề cập nhân sự – tải công việc; mẫu hình liên trường còn hạn chế.
CBQL,08_CHALLENGES,CHAL-HR-LOAD,Điểm phân kì liên trường,Ba trường còn lại không có dữ liệu trực tiếp.,analyst,Ba trường còn lại không có dữ liệu trực tiếp.
CBQL,08_CHALLENGES,CHAL-HR-LOAD,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ từ các nguồn hiện có.
CBQL,08_CHALLENGES,CHAL-HR-LOAD,Mức độ bằng chứng,Trung bình (2/5 trường; 2/15 nguồn CBQL),analyst,Trung bình (2/5 trường; 2/15 nguồn CBQL)
CBQL,08_CHALLENGES,CHAL-HR-LOAD,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy nhân sự – tải công việc có độ phủ 2/5 trường. Mẫu hình này cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy nhân sự – tải công việc có độ phủ 2/5 trường. Mẫu hình này cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,08_CHALLENGES,CHAL-HR-CAPACITY,Điểm hội tụ liên trường,4/5 trường cùng xác nhận năng lực nhân sự là một mẫu hình quan trọng.,analyst,4/5 trường cùng xác nhận năng lực nhân sự là một mẫu hình quan trọng.
CBQL,08_CHALLENGES,CHAL-HR-CAPACITY,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ."
CBQL,08_CHALLENGES,CHAL-HR-CAPACITY,Mức độ bằng chứng,Mạnh (4/5 trường; 7/15 nguồn CBQL),analyst,Mạnh (4/5 trường; 7/15 nguồn CBQL)
CBQL,08_CHALLENGES,CHAL-HR-CAPACITY,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy năng lực nhân sự có độ phủ 4/5 trường. Mẫu hình này cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy năng lực nhân sự có độ phủ 4/5 trường. Mẫu hình này cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,08_CHALLENGES,CHAL-HR-TURNOVER,Điểm hội tụ liên trường,"3/5 trường cùng đề cập nhân sự – biến động, cho thấy hội tụ một phần.",analyst,"3/5 trường cùng đề cập nhân sự – biến động, cho thấy hội tụ một phần."
CBQL,08_CHALLENGES,CHAL-HR-TURNOVER,Điểm phân kì liên trường,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.,analyst,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.
CBQL,08_CHALLENGES,CHAL-HR-TURNOVER,Mức độ bằng chứng,Khá (3/5 trường; 5/15 nguồn CBQL),analyst,Khá (3/5 trường; 5/15 nguồn CBQL)
CBQL,08_CHALLENGES,CHAL-HR-TURNOVER,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy nhân sự – biến động có độ phủ 3/5 trường. Mẫu hình này cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy nhân sự – biến động có độ phủ 3/5 trường. Mẫu hình này cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,08_CHALLENGES,CHAL-HR-RETENTION,Điểm hội tụ liên trường,4/5 trường cùng phản ánh giữ chân nhân sự còn hạn chế.,analyst,4/5 trường cùng phản ánh giữ chân nhân sự còn hạn chế.
CBQL,08_CHALLENGES,CHAL-HR-RETENTION,Điểm phân kì liên trường,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ.",analyst,"Khác biệt chủ yếu ở mức độ, ví dụ và phạm vi quan sát; không ghi nhận đối lập liên trường rõ."
CBQL,08_CHALLENGES,CHAL-HR-RETENTION,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ từ các nguồn hiện có.
CBQL,08_CHALLENGES,CHAL-HR-RETENTION,Mức độ bằng chứng,Khá (4/5 trường; 5/15 nguồn CBQL),analyst,Khá (4/5 trường; 5/15 nguồn CBQL)
CBQL,08_CHALLENGES,CHAL-HR-RETENTION,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy giữ chân nhân sự có độ phủ 4/5 trường. Mẫu hình này cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy giữ chân nhân sự có độ phủ 4/5 trường. Mẫu hình này cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,08_CHALLENGES,CHAL-HR-COMPENSATION,Điểm hội tụ liên trường,"3/5 trường cùng đề cập nhân sự – đãi ngộ, cho thấy hội tụ một phần.",analyst,"3/5 trường cùng đề cập nhân sự – đãi ngộ, cho thấy hội tụ một phần."
CBQL,08_CHALLENGES,CHAL-HR-COMPENSATION,Điểm phân kì liên trường,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.,analyst,Hai trường còn lại không có dữ liệu trực tiếp; không xem là quan điểm đối lập.
CBQL,08_CHALLENGES,CHAL-HR-COMPENSATION,Phân kì nội trường,Không ghi nhận phân kì nội trường rõ từ các nguồn hiện có.,analyst,Không ghi nhận phân kì nội trường rõ từ các nguồn hiện có.
CBQL,08_CHALLENGES,CHAL-HR-COMPENSATION,Mức độ bằng chứng,Khá (3/5 trường; 4/15 nguồn CBQL),analyst,Khá (3/5 trường; 4/15 nguồn CBQL)
CBQL,08_CHALLENGES,CHAL-HR-COMPENSATION,Diễn giải học thuật,"Đối chiếu CBQL năm trường cho thấy nhân sự – đãi ngộ có độ phủ 3/5 trường. Mẫu hình này cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu.",analyst,"Đối chiếu CBQL năm trường cho thấy nhân sự – đãi ngộ có độ phủ 3/5 trường. Mẫu hình này cần phân biệt thách thức trực tiếp, cơ chế trung gian và hệ quả tích lũy. Số nguồn giữa các trường không cân bằng; kết luận ưu tiên độ phủ cấp trường hơn số lượng phát biểu."
CBQL,08_CHALLENGES,CHAL-MINDSET,Điểm hội tụ liên trường,2/5 trường cùng đề cập tư duy; mẫu hình liên trường còn hạn chế.,analyst,2/5 trường cùng đề cập tư duy; mẫu hình liên trường còn hạn chế.
CBQL,08_CHALLENGES,CHAL-MINDSET,Điểm phân kì liên trường,Ba trường còn lại không có dữ liệu trực tiếp.,analyst,Ba trường còn lại không có dữ liệu trực tiếp.
